TYPE,SOURCE,ASSET CLASS,TENOR,OWNER,RISK CENTRE,BASE CCY,QUOTE CCY,BID,OFFER,CATEGORY,,
FX,2,FXFWD,1Y,,SIMU,USD,SGD,-0.020699,-0.016532,Market,0,A
FX,3,FXFWD,1M,,SIMU,EUR,USD,-0.00192,-0.001859,Market,0,A
MM,2,INTEREST,1M,,SIMU,GBP,,5.499,5.709,Market,0,A
FX,2,FXFWD,9M,,SIMU,GBP,USD,-0.041529,-0.041173,Market,0,A
FX,2,FXFWD,1Y,,SIMU,NZD,USD,0.081098,0.082581,Market,0,A
FX,2,FXFWD,6M,,SIMU,AUD,USD,-0.016561,-0.001636,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,SEK,0.012281,0.012877,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,NOK,5.2599,5.265,Market,0,A
FX,3,FXFWD,3M,,SIMU,EUR,USD,-0.006663,-0.006482,Market,0,A
FX,2,FXSPOT,SP,,SIMU,AUD,USD,0.8701,0.8708,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.9011,0.90145,Market,0,A
FX,3,FXFWD,3M,,SIMU,USD,ZAR,0.2315,0.2465,Market,0,A
FX,2,FXFWD,3M,,SIMU,GBP,USD,-0.014364,-0.014301,Market,0,A
FX,2,FXFWD,9M,,SIMU,NZD,USD,0.060637,0.061729,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,DKK,0.007781,0.008078,Market,0,A
FX,2,FXSPOT,SP,,SIMU,BWP,USD,0.150971,0.150971,Market,0,A
MM,2,INTEREST,3M,,SIMU,CHF,,2.695,2.785,Market,0,A
FX,3,FXFWD,6M,,SIMU,EUR,USD,-0.014161,-0.013688,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,SEK,0.024239,0.025417,Market,0,A
FX,2,FXFWD,9M,,SIMU,AUD,USD,-0.024272,-0.024002,Market,0,A
FX,3,FXFWD,6M,,SIMU,USD,JPY,-1.1624,-1.1123,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,CAD,0.000117,0.000147,Market,0,A
FX,2,FXFWD,2W,,SIMU,EUR,DKK,0.003515,0.005348,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,CAD,0.000416,0.000524,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,CAD,0.000728,0.000916,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,CAD,0.000946,0.00119,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,CAD,0.000991,0.001248,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,CAD,0.000773,0.000973,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,CAD,0.000555,0.000698,Market,0,A
MM,2,INTEREST,6M,,SIMU,USD,,2.626,2.771,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,NOK,0.174641,0.178496,Market,0,A
FX,2,FXFWD,6M,,SIMU,GBP,USD,-0.028977,-0.028852,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,DKK,0.02333,0.02402,Market,0,A
FX,2,FXFWD,1Y,,SIMU,AUD,USD,-0.03146,-0.031107,Market,0,A
FX,3,FXFWD,1Y,,SIMU,EUR,USD,-0.025608,-0.024643,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,CHF,1.4935,1.494,Market,0,A
FX,2,FXFWD,1Y,,SIMU,GBP,USD,-0.054081,-0.053494,Market,0,A
MM,2,INTEREST,TN,,SIMU,GBP,,5.152,5.265,Market,0,A
FX,3,FXFWD,9M,,SIMU,USD,JPY,-1.754,-1.691,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,NOK,0.015993,0.016522,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,SGD,1.4202,1.4202,Market,0,A
FX,3,FXFWD,9M,,SIMU,EUR,USD,-0.019885,-0.019167,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,SEK,0.035238,0.036949,Market,0,A
FX,2,FXFWD,SN,,SIMU,GBP,USD,-0.000101,-0.000075,Market,0,A
FX,2,FXFWD,1Y,,SIMU,NZD,USD,0.08109,0.082573,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,SEK,6.615086,6.616144,Market,0,A
FX,3,FXFWD,1M,,SIMU,USD,ZAR,0.097,0.107,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.9011,0.90135,Market,0,A
FX,3,FXFWD,1Y,,SIMU,USD,JPY,-2.3208,-2.2457,Market,0,A
FX,2,FXFWD,ON,,SIMU,AUD,USD,0.000225,0.000229,Market,0,A
FX,3,FXFWD,1M,,SIMU,EUR,USD,-0.00192,-0.001859,Market,0,A
MM,2,INTEREST,ON,,SIMU,CHF,,1.822,2.022,Market,0,A
FX,2,FXFWD,9M,,SIMU,GBP,USD,-0.041556,-0.0412,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,DKK,0.046704,0.047996,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,SEK,0.046236,0.048481,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,NOK,0.047012,0.047813,Market,0,A
FX,2,FXSPOT,SP,,SIMU,NZD,USD,0.754971,0.75623,Market,0,A
MM,2,INTEREST,9M,,SIMU,USD,,2.677,2.837,Market,0,A
FX,3,FXFWD,3M,,SIMU,EUR,USD,-0.006664,-0.006483,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,SEK,10.685,10.705,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,HKD,7.80705,7.80705,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,CAD,1.06935,1.06935,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,SEK,0.098944,0.103749,Market,0,A
FX,3,FXFWD,TN,,SIMU,USD,JPY,-0.0062,-0.0058,Market,0,A
FX,2,FXFWD,TN,,SIMU,AUD,USD,0.000112,0.000115,Market,0,A
FX,3,FXFWD,6M,,SIMU,EUR,USD,-0.014161,-0.013689,Market,0,A
FX,3,FXFWD,9M,,SIMU,USD,ZAR,0.599,0.639,Market,0,A
FX,2,FXFWD,1M,,SIMU,NZD,USD,0.00663,0.0068,Market,0,A
FX,2,FXFWD,TN,,SIMU,GBP,USD,-0.000101,-0.000075,Market,0,A
FX,2,FXFWD,9M,,SIMU,NZD,USD,0.060677,0.061769,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,DKK,4.8263,4.8285,Market,0,A
MM,2,INTEREST,1M,,SIMU,USD,,2.762,2.88,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.9011,0.9013,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,SEK,0.128611,0.134856,Market,0,A
FX,2,FXFWD,SN,,SIMU,USD,JPY,-0.0061,-0.0057,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,NOK,0.093376,0.095351,Market,0,A
FX,3,FXFWD,1Y,,SIMU,EUR,USD,-0.025609,-0.024644,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.6017,1.6023,Market,0,A
FX,2,FXFWD,1M,,SIMU,GBP,USD,-0.005034,-0.004954,Market,0,A
FX,2,FXFWD,SN,,SIMU,AUD,USD,-0.000115,-0.000112,Market,0,A
FX,3,FXFWD,9M,,SIMU,EUR,USD,-0.019881,-0.019162,Market,0,A
FX,2,FXFWD,3M,,SIMU,EUR,SEK,0.0095,0.0115,Market,0,A
FX,3,FXFWD,1M,,SIMU,USD,JPY,-0.1879,-0.1758,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,CHF,-0.000099,-0.000089,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,CHF,-0.000397,-0.000358,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,CHF,1.4934,1.494,Market,0,A
MM,2,INTEREST,ON,,SIMU,GBP,,5.164,5.27,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,CHF,-0.000722,-0.000651,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,CHF,-0.001048,-0.000944,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,CHF,-0.002411,-0.002172,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,CHF,-0.003525,-0.003176,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,CHF,-0.004952,-0.004462,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,DKK,0.069633,0.071551,Market,0,A
MM,2,INTEREST,1M,,SIMU,CHF,,2.312,2.522,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,SEK,0.002742,0.002876,Market,0,A
FX,2,FXFWD,1M,,SIMU,AUD,USD,-0.003439,-0.003372,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,HKD,-0.001189,-0.001093,Market,0,A
FX,2,FXFWD,1Y,,SIMU,EUR,NOK,4.07,5.49,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,HKD,-0.004757,-0.004374,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,HKD,-0.009381,-0.008625,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,HKD,-0.014005,-0.012876,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,HKD,-0.023729,-0.021815,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,HKD,-0.033452,-0.030755,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,HKD,-0.040107,-0.036873,Market,0,A
FX,2,FXFWD,3M,,SIMU,GBP,USD,-0.014373,-0.01431,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.4808,1.481,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,NOK,5.2631,5.2652,Market,0,A
MM,2,INTEREST,ON,,SIMU,USD,,3.124,3.204,Market,0,A
FX,3,FXFWD,1M,,SIMU,EUR,USD,-0.001919,-0.001859,Market,0,A
FX,2,FXFWD,6M,,SIMU,NZD,USD,0.0402,0.040901,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.9011,0.9013,Market,0,A
FX,2,FXFWD,3M,,SIMU,AUD,USD,-0.009034,-0.008924,Market,0,A
FX,2,FXFWD,9M,,SIMU,GBP,USD,-0.041822,-0.041464,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,SGD,-0.000498,-0.000398,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,SGD,-0.001991,-0.001591,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,SGD,-0.003983,-0.003181,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,SGD,-0.005974,-0.004772,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,SGD,-0.011412,-0.009115,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,SGD,-0.015585,-0.012447,Market,0,A
FX,2,FXSPOT,SP,,SIMU,BWP,USD,0.150571,0.150571,Market,0,A
MM,2,INTEREST,1Y,,SIMU,GBP,,5.47,5.652,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,SGD,-0.020558,-0.016419,Market,0,A
FX,2,FXFWD,1Y,,SIMU,EUR,CHF,-0.0147,-0.01318,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,107.84,107.88,Market,0,A
FX,3,FXSPOT,SP,,SIMU,USD,ZAR,6.7389,6.787,Market,0,A
FX,2,FXFWD,6M,,SIMU,AUD,USD,-0.016496,-0.00163,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,DKK,0.09232,0.094858,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,SEK,0.01227,0.012866,Market,0,A
MM,2,INTEREST,3M,,SIMU,USD,,2.768,2.868,Market,0,A
FX,3,FXFWD,3M,,SIMU,EUR,USD,-0.006662,-0.006481,Market,0,A
FX,3,FXFWD,3M,,SIMU,USD,JPY,-0.5507,-0.5306,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,NOK,0.134305,0.137227,Market,0,A
FX,2,FXFWD,6M,,SIMU,GBP,USD,-0.028995,-0.02887,Market,0,A
FX,2,FXSPOT,SP,,SIMU,AUD,USD,0.8706,0.8709,Market,0,A
FX,2,FXFWD,1W,,SIMU,EUR,DKK,0.002342,0.002633,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,SGD,1.4178,1.4178,Market,0,A
FX,2,FXFWD,1M,,SIMU,NZD,USD,0.006657,0.006828,Market,0,A
FX,3,FXFWD,6M,,SIMU,EUR,USD,-0.014158,-0.013685,Market,0,A
FX,2,FXFWD,1Y,,SIMU,GBP,USD,-0.054116,-0.053529,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,SEK,0.024218,0.025394,Market,0,A
FX,2,FXFWD,9M,,SIMU,AUD,USD,-0.024175,-0.023907,Market,0,A
MM,2,INTEREST,TN,,SIMU,CHF,,1.828,2.028,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,CAD,0.000117,0.000147,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,CAD,0.000415,0.000523,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,CAD,0.000726,0.000914,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,CAD,0.000944,0.001188,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,CAD,0.000989,0.001245,Market,0,A
FX,2,FXFWD,2Y,,SIMU,EUR,GBP,-0.0016,0.00071,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,CAD,0.000771,0.00097,Market,0,A
MM,2,INTEREST,9M,,SIMU,USD,,2.666,2.841,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,CAD,0.000553,0.000696,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,DKK,0.007788,0.008085,Market,0,A
FX,3,FXFWD,6M,,SIMU,USD,ZAR,0.43,0.46,Market,0,A
FX,3,FXFWD,6M,,SIMU,USD,JPY,-1.1702,-1.1198,Market,0,A
FX,3,FXFWD,TN,,SIMU,EUR,USD,0.000057,0.000062,Market,0,A
FX,2,FXFWD,1Y,,SIMU,AUD,USD,-0.031335,-0.030983,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,NOK,0.17439,0.17824,Market,0,A
FX,2,FXFWD,1M,,SIMU,GBP,USD,-0.005066,-0.004986,Market,0,A
FX,3,FXFWD,9M,,SIMU,EUR,USD,-0.019941,-0.01922,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.9011,0.90125,Market,0,A
FX,3,FXFWD,1Y,,SIMU,USD,JPY,-2.3297,-2.2542,Market,0,A
FX,3,FXFWD,9M,,SIMU,USD,JPY,-1.7541,-1.691,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,SEK,0.035206,0.036916,Market,0,A
MM,2,INTEREST,9M,,SIMU,GBP,,5.608,5.769,Market,0,A
FX,2,FXFWD,3M,,SIMU,GBP,USD,-0.014465,-0.014402,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,SEK,6.61462,6.617077,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,DKK,0.02339,0.024081,Market,0,A
FX,2,FXFWD,6M,,SIMU,NZD,USD,0.040364,0.041068,Market,0,A
FX,3,FXFWD,1Y,,SIMU,EUR,USD,-0.025603,-0.024638,Market,0,A
FX,2,FXFWD,ON,,SIMU,AUD,USD,0.000224,0.000228,Market,0,A
FX,2,FXFWD,6M,,SIMU,GBP,USD,-0.029181,-0.029056,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,CHF,1.4934,1.4939,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,HKD,7.8079,7.8079,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,NOK,0.015943,0.01647,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,CAD,1.0678,1.0678,Market,0,A
FX,2,FXFWD,1Y,,SIMU,NZD,USD,0.080859,0.082337,Market,0,A
MM,2,INTEREST,6M,,SIMU,CHF,,2.769,2.835,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,SEK,0.046194,0.048438,Market,0,A
FX,3,FXFWD,1M,,SIMU,EUR,USD,-0.001925,-0.001865,Market,0,A
FX,3,FXFWD,1Y,,SIMU,USD,JPY,-2.3382,-2.2625,Market,0,A
FX,2,FXFWD,9M,,SIMU,GBP,USD,-0.041572,-0.041216,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,SEK,0.098855,0.103655,Market,0,A
FX,3,FXFWD,3M,,SIMU,USD,ZAR,0.232,0.247,Market,0,A
MM,2,INTEREST,TN,,SIMU,USD,,3.225,3.275,Market,0,A
FX,2,FXFWD,2Y,,SIMU,EUR,GBP,-0.00153,0.00077,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,DKK,0.046729,0.048022,Market,0,A
FX,2,FXFWD,TN,,SIMU,AUD,USD,0.000112,0.000114,Market,0,A
FX,3,FXFWD,3M,,SIMU,EUR,USD,-0.006682,-0.006501,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,CHF,1.093495,1.093784,Market,0,A
FX,2,FXFWD,1Y,,SIMU,GBP,USD,-0.054463,-0.053872,Market,0,A
FX,2,FXFWD,1M,,SIMU,NZD,USD,0.00666,0.006831,Market,0,A
FX,3,FXFWD,TN,,SIMU,USD,JPY,-0.0062,-0.0058,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,SEK,0.128495,0.134734,Market,0,A
FX,3,FXFWD,9M,,SIMU,USD,ZAR,0.5995,0.6395,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,NOK,0.046693,0.047489,Market,0,A
FX,3,FXFWD,6M,,SIMU,EUR,USD,-0.014201,-0.013727,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,CHF,1.4936,1.4939,Market,0,A
MM,2,INTEREST,3M,,SIMU,GBP,,5.738,5.958,Market,0,A
FX,2,FXFWD,1M,,SIMU,GBP,USD,-0.005036,-0.004956,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,DKK,4.8235,4.8257,Market,0,A
FX,2,FXFWD,SN,,SIMU,AUD,USD,-0.000114,-0.000112,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,107.84,107.89,Market,0,A
FX,3,FXFWD,1Y,,SIMU,EUR,USD,-0.025681,-0.024713,Market,0,A
FX,2,FXFWD,3M,,SIMU,GBP,USD,-0.014379,-0.014316,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,CHF,-0.000099,-0.000089,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,CHF,-0.000396,-0.000356,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,CHF,-0.00072,-0.000649,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,CHF,-0.001044,-0.000941,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.9011,0.9013,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,CHF,-0.002403,-0.002165,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,CHF,-0.003513,-0.003165,Market,0,A
MM,2,INTEREST,ON,,SIMU,USD,,3.193,3.242,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,CHF,-0.004936,-0.004447,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,SEK,0.002754,0.002887,Market,0,A
FX,2,FXFWD,3W,,SIMU,EUR,SEK,0.001077,0.002313,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,HKD,-0.001192,-0.001096,Market,0,A
FX,2,FXFWD,1M,,SIMU,AUD,USD,-0.003426,-0.00336,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,HKD,-0.004769,-0.004385,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,HKD,-0.009405,-0.008647,Market,0,A
MM,2,INTEREST,6M,,SIMU,CHF,,2.769,2.835,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,HKD,-0.014041,-0.012909,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,HKD,-0.02379,-0.021871,Market,0,A
FX,2,FXFWD,6M,,SIMU,EUR,NOK,3.46,4,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,HKD,-0.033538,-0.030834,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,HKD,-0.04021,-0.036968,Market,0,A
FX,2,FXSPOT,SP,,SIMU,BWP,USD,0.148092,0.148092,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,NOK,0.093345,0.09532,Market,0,A
FX,2,FXFWD,6M,,SIMU,NZD,USD,0.040381,0.041085,Market,0,A
FX,3,FXFWD,9M,,SIMU,EUR,USD,-0.019899,-0.01918,Market,0,A
FX,2,FXFWD,SN,,SIMU,USD,JPY,-0.0062,-0.0058,Market,0,A
FX,2,FXFWD,3M,,SIMU,AUD,USD,-0.009,-0.008891,Market,0,A
FX,2,FXFWD,6M,,SIMU,GBP,USD,-0.029007,-0.028882,Market,0,A
MM,2,INTEREST,ON,,SIMU,CHF,,1.834,2.034,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,DKK,0.069351,0.071262,Market,0,A
FX,2,FXFWD,1Y,,SIMU,EUR,DKK,0.0403,0.0607,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,SGD,-0.0005,-0.0004,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,SGD,-0.002002,-0.001599,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,SGD,-0.004004,-0.003198,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,SGD,-0.006006,-0.004797,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,SGD,1.4202,1.4202,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,SGD,-0.011472,-0.009163,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,SGD,-0.015666,-0.012513,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,SGD,-0.020665,-0.016505,Market,0,A
FX,2,FXFWD,SN,,SIMU,EUR,USD,0.000056,0.000062,Market,0,A
FX,2,FXFWD,1Y,,SIMU,NZD,USD,0.080893,0.082372,Market,0,A
FX,2,FXFWD,6M,,SIMU,AUD,USD,-0.016434,-0.001624,Market,0,A
FX,2,FXFWD,1Y,,SIMU,EUR,GBP,-0.00055,0.00022,Market,0,A
MM,2,INTEREST,1M,,SIMU,GBP,,5.498,5.708,Market,0,A
FX,3,FXFWD,TN,,SIMU,EUR,USD,0.000056,0.000062,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,SEK,0.01232,0.012918,Market,0,A
FX,2,FXFWD,9M,,SIMU,GBP,USD,-0.041702,-0.041345,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,NOK,5.2639,5.2674,Market,0,A
FX,3,FXFWD,1M,,SIMU,USD,JPY,-0.1878,-0.1758,Market,0,A
MM,2,INTEREST,3M,,SIMU,USD,,2.765,2.865,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.6027,1.6027,Market,0,A
FX,2,FXFWD,1Y,,SIMU,GBP,USD,-0.054137,-0.05355,Market,0,A
FX,2,FXSPOT,SP,,SIMU,AUD,USD,0.871,0.8718,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,DKK,0.09194,0.094466,Market,0,A
FX,3,FXFWD,1M,,SIMU,EUR,USD,-0.001921,-0.001861,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,CHF,1.4934,1.494,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,SEK,0.024317,0.025497,Market,0,A
FX,2,FXFWD,9M,,SIMU,AUD,USD,-0.024085,-0.023817,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,CAD,0.000116,0.000146,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,CAD,0.000413,0.00052,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,CAD,0.000722,0.000909,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,CAD,0.000938,0.001181,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,CAD,0.000983,0.001238,Market,0,A
MM,2,INTEREST,1Y,,SIMU,USD,,2.77,2.87,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,CAD,0.000767,0.000965,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,CAD,0.00055,0.000692,Market,0,A
FX,3,FXFWD,1Y,,SIMU,USD,ZAR,0.746,0.786,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.9011,0.90125,Market,0,A
FX,3,FXFWD,3M,,SIMU,USD,JPY,-0.5525,-0.5323,Market,0,A
FX,3,FXFWD,3M,,SIMU,EUR,USD,-0.006668,-0.006487,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,NOK,0.133489,0.136393,Market,0,A
MM,2,INTEREST,TN,,SIMU,GBP,,5.164,5.27,Market,0,A
FX,2,FXFWD,1M,,SIMU,GBP,USD,-0.005052,-0.004971,Market,0,A
FX,2,FXFWD,1Y,,SIMU,AUD,USD,-0.031218,-0.030867,Market,0,A
FX,3,FXFWD,6M,,SIMU,USD,JPY,-1.172,-1.1216,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,DKK,0.007791,0.008088,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,CAD,1.0678,1.0678,Market,0,A
FX,2,FXFWD,3M,,SIMU,GBP,USD,-0.014424,-0.01436,Market,0,A
FX,3,FXFWD,6M,,SIMU,EUR,USD,-0.014171,-0.013698,Market,0,A
FX,2,FXFWD,1Y,,SIMU,EUR,CHF,-0.01466,-0.01315,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,HKD,7.80665,7.80665,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,SEK,0.03535,0.037066,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,SEK,6.615086,6.616144,Market,0,A
FX,3,FXFWD,1Y,,SIMU,EUR,USD,-0.025627,-0.024661,Market,0,A
MM,2,INTEREST,9M,,SIMU,USD,,2.674,2.834,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,NOK,0.174668,0.178524,Market,0,A
FX,2,FXFWD,6M,,SIMU,GBP,USD,-0.029098,-0.028972,Market,0,A
FX,2,FXFWD,ON,,SIMU,AUD,USD,0.000225,0.00023,Market,0,A
FX,3,FXFWD,9M,,SIMU,USD,JPY,-1.7359,-1.6735,Market,0,A
FX,3,FXFWD,9M,,SIMU,EUR,USD,-0.019829,-0.019113,Market,0,A
FX,2,FXFWD,1Y,,SIMU,GBP,USD,-0.054307,-0.053718,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,DKK,0.023407,0.024098,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.9011,0.9013,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,SEK,0.046383,0.048636,Market,0,A
FX,3,FXFWD,3M,,SIMU,USD,ZAR,0.2335,0.2485,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,107.87,107.94,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,SEK,0.099259,0.104079,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,NOK,0.015849,0.016373,Market,0,A
MM,2,INTEREST,1M,,SIMU,CHF,,2.273,2.483,Market,0,A
FX,3,FXFWD,1M,,SIMU,EUR,USD,-0.001914,-0.001854,Market,0,A
FX,2,FXFWD,9M,,SIMU,GBP,USD,-0.041737,-0.041379,Market,0,A
FX,2,FXFWD,TN,,SIMU,AUD,USD,0.000113,0.000115,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,DKK,4.8253,4.8257,Market,0,A
FX,3,FXFWD,6M,,SIMU,USD,ZAR,0.43,0.46,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.9011,0.90135,Market,0,A
MM,2,INTEREST,1Y,,SIMU,GBP,,5.47,5.638,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.4862,1.4865,Market,0,A
